lat,lon,country
63.6,11.18,Norway
63.6,11.27,Norway
63.6,11.35,Norway
63.6,11.44,Norway
63.6,11.52,Norway
63.6,11.61,Norway
63.6,11.69,Norway
63.6,11.78,Norway
63.6,11.86,Norway
63.6,11.95,Norway
63.6,12.03,Norway
63.6,12.12,Norway
63.6,12.2,Norway
63.64,8.29,Norway
63.64,8.38,Norway
63.64,8.46,Norway
63.64,8.55,Norway
63.64,8.63,Norway
63.64,8.72,Norway
63.64,8.8,Norway
63.64,8.89,Norway
63.64,8.97,Norway
63.64,9.06,Norway
63.64,9.14,Norway
63.64,9.23,Norway
63.64,9.31,Norway
63.64,9.4,Norway
63.64,9.48,Norway
63.64,9.57,Norway
63.64,9.65,Norway
63.64,9.74,Norway
63.64,9.82,Norway
63.64,9.91,Norway
63.64,9.99,Norway
63.64,10.08,Norway
63.64,10.16,Norway
63.64,10.25,Norway
63.64,10.33,Norway
63.64,10.42,Norway
63.64,10.5,Norway
63.64,10.59,Norway
63.64,10.67,Norway
63.64,10.76,Norway
63.64,10.84,Norway
63.64,10.93,Norway
63.64,11.01,Norway
63.64,11.1,Norway
63.64,11.18,Norway
63.64,11.27,Norway
63.64,11.35,Norway
63.64,11.44,Norway
63.64,11.52,Norway
63.64,11.61,Norway
63.64,11.69,Norway
63.64,11.78,Norway
63.64,11.86,Norway
63.64,11.95,Norway
63.64,12.03,Norway
63.64,12.12,Norway
63.64,12.2,Norway
63.69,8.29,Norway
63.69,8.38,Norway
63.69,8.46,Norway
63.69,8.55,Norway
63.69,8.63,Norway
63.69,8.72,Norway
63.69,8.8,Norway
63.69,8.89,Norway
63.69,9.06,Norway
63.69,9.14,Norway
63.69,9.4,Norway
63.69,9.48,Norway
63.69,9.57,Norway
63.69,9.65,Norway
63.69,9.74,Norway
63.69,9.82,Norway
63.69,9.91,Norway
63.69,9.99,Norway
63.69,10.08,Norway
63.69,10.16,Norway
63.69,10.25,Norway
63.69,10.33,Norway
63.69,10.42,Norway
63.69,10.5,Norway
63.69,10.59,Norway
63.69,10.67,Norway
63.69,10.76,Norway
63.69,10.84,Norway
63.69,10.93,Norway
63.69,11.01,Norway
63.69,11.1,Norway
63.69,11.18,Norway
63.69,11.27,Norway
63.69,11.35,Norway
63.69,11.44,Norway
63.69,11.52,Norway
63.69,11.61,Norway
63.69,11.69,Norway
63.69,11.78,Norway
63.69,11.86,Norway
63.69,11.95,Norway
63.69,12.03,Norway
63.69,12.12,Norway
63.69,12.2,Norway
63.69,12.29,Norway
63.73,8.46,Norway
63.73,8.55,Norway
63.73,8.63,Norway
63.73,8.72,Norway
63.73,8.8,Norway
63.73,8.89,Norway
63.73,9.57,Norway
63.73,9.65,Norway
63.73,9.74,Norway
63.73,9.82,Norway
63.73,9.91,Norway
63.73,9.99,Norway
63.73,10.08,Norway
63.73,10.16,Norway
63.73,10.25,Norway
63.73,10.33,Norway
63.73,10.42,Norway
63.73,10.5,Norway
63.73,10.59,Norway
63.73,10.67,Norway
63.73,10.76,Norway
63.73,10.84,Norway
63.73,10.93,Norway
63.73,11.01,Norway
63.73,11.1,Norway
63.73,11.18,Norway
63.73,11.27,Norway
63.73,11.35,Norway
63.73,11.44,Norway
63.73,11.52,Norway
63.73,11.61,Norway
63.73,11.69,Norway
63.73,11.78,Norway
63.73,11.86,Norway
63.73,11.95,Norway
63.73,12.03,Norway
63.73,12.12,Norway
63.73,12.2,Norway
63.73,12.29,Norway
63.73,12.37,Norway
63.77,8.55,Norway
63.77,8.63,Norway
63.77,8.72,Norway
63.77,8.8,Norway
63.77,8.89,Norway
63.77,9.4,Norway
63.77,9.48,Norway
63.77,9.57,Norway
63.77,9.65,Norway
63.77,9.74,Norway
63.77,9.82,Norway
63.77,9.91,Norway
63.77,9.99,Norway
63.77,10.08,Norway
63.77,10.16,Norway
63.77,10.25,Norway
63.77,10.33,Norway
63.77,10.42,Norway
63.77,10.5,Norway
63.77,10.59,Norway
63.77,10.67,Norway
63.77,10.76,Norway
63.77,10.84,Norway
63.77,10.93,Norway
63.77,11.01,Norway
63.77,11.1,Norway
63.77,11.18,Norway
63.77,11.27,Norway
63.77,11.35,Norway
63.77,11.44,Norway
63.77,11.52,Norway
63.77,11.61,Norway
63.77,11.69,Norway
63.77,11.78,Norway
63.77,11.86,Norway
63.77,11.95,Norway
63.77,12.03,Norway
63.77,12.12,Norway
63.77,12.2,Norway
63.77,12.29,Norway
63.77,12.37,Norway
63.81,8.46,Norway
63.81,8.55,Norway
63.81,8.63,Norway
63.81,8.72,Norway
63.81,8.8,Norway
63.81,8.89,Norway
63.81,9.4,Norway
63.81,9.48,Norway
63.81,9.57,Norway
63.81,9.65,Norway
63.81,9.74,Norway
63.81,9.82,Norway
63.81,9.91,Norway
63.81,9.99,Norway
63.81,10.08,Norway
63.81,10.16,Norway
63.81,10.25,Norway
63.81,10.33,Norway
63.81,10.42,Norway
63.81,10.5,Norway
63.81,10.59,Norway
63.81,10.67,Norway
63.81,10.76,Norway
63.81,10.84,Norway
63.81,10.93,Norway
63.81,11.01,Norway
63.81,11.1,Norway
63.81,11.18,Norway
63.81,11.27,Norway
63.81,11.35,Norway
63.81,11.44,Norway
63.81,11.52,Norway
63.81,11.61,Norway
63.81,11.69,Norway
63.81,11.78,Norway
63.81,11.86,Norway
63.81,11.95,Norway
63.81,12.03,Norway
63.81,12.12,Norway
63.81,12.2,Norway
63.81,12.29,Norway
63.81,12.37,Norway
63.81,12.46,Norway
63.85,8.46,Norway
63.85,8.55,Norway
63.85,8.63,Norway
63.85,8.72,Norway
63.85,8.8,Norway
63.85,9.4,Norway
63.85,9.48,Norway
63.85,9.57,Norway
63.85,9.65,Norway
63.85,9.74,Norway
63.85,9.82,Norway
63.85,9.91,Norway
63.85,9.99,Norway
63.85,10.08,Norway
63.85,10.16,Norway
63.85,10.25,Norway
63.85,10.33,Norway
63.85,10.42,Norway
63.85,10.5,Norway
63.85,10.59,Norway
63.85,10.67,Norway
63.85,10.76,Norway
63.85,10.84,Norway
63.85,10.93,Norway
63.85,11.01,Norway
63.85,11.1,Norway
63.85,11.18,Norway
63.85,11.27,Norway
63.85,11.35,Norway
63.85,11.44,Norway
63.85,11.52,Norway
63.85,11.61,Norway
63.85,11.69,Norway
63.85,11.78,Norway
63.85,11.86,Norway
63.85,11.95,Norway
63.85,12.03,Norway
63.85,12.12,Norway
63.85,12.2,Norway
63.85,12.29,Norway
63.85,12.37,Norway
63.85,12.46,Norway
63.85,12.54,Norway
63.89,8.55,Norway
63.89,8.63,Norway
63.89,9.65,Norway
63.89,9.74,Norway
63.89,9.82,Norway
63.89,9.91,Norway
63.89,9.99,Norway
63.89,10.08,Norway
63.89,10.16,Norway
63.89,10.25,Norway
63.89,10.33,Norway
63.89,10.42,Norway
63.89,10.5,Norway
63.89,10.59,Norway
63.89,10.67,Norway
63.89,10.76,Norway
63.89,10.84,Norway
63.89,10.93,Norway
63.89,11.01,Norway
63.89,11.1,Norway
63.89,11.18,Norway
63.89,11.27,Norway
63.89,11.35,Norway
63.89,11.44,Norway
63.89,11.52,Norway
63.89,11.61,Norway
63.89,11.69,Norway
63.89,11.78,Norway
63.89,11.86,Norway
63.89,11.95,Norway
63.89,12.03,Norway
63.89,12.12,Norway
63.89,12.2,Norway
63.89,12.29,Norway
63.89,12.37,Norway
63.89,12.46,Norway
63.89,12.54,Norway
63.93,9.74,Norway
63.93,9.82,Norway
63.93,9.91,Norway
63.93,9.99,Norway
63.93,10.08,Norway
63.93,10.16,Norway
63.93,10.25,Norway
63.93,10.33,Norway
63.93,10.42,Norway
63.93,10.5,Norway
63.93,10.59,Norway
63.93,10.67,Norway
63.93,10.76,Norway
63.93,10.84,Norway
63.93,10.93,Norway
63.93,11.01,Norway
63.93,11.1,Norway
63.93,11.18,Norway
63.93,11.27,Norway
63.93,11.35,Norway
63.93,11.44,Norway
63.93,11.52,Norway
63.93,11.61,Norway
63.93,11.69,Norway
63.93,11.78,Norway
63.93,11.86,Norway
63.93,11.95,Norway
63.93,12.03,Norway
63.93,12.12,Norway
63.93,12.2,Norway
63.93,12.29,Norway
63.93,12.37,Norway
63.93,12.46,Norway
63.93,12.54,Norway
63.93,12.63,Norway
63.97,9.74,Norway
63.97,9.82,Norway
63.97,9.91,Norway
63.97,9.99,Norway
63.97,10.08,Norway
63.97,10.16,Norway
63.97,10.25,Norway
63.97,10.33,Norway
63.97,10.42,Norway
63.97,10.5,Norway
63.97,10.59,Norway
63.97,10.67,Norway
63.97,10.76,Norway
63.97,10.84,Norway
63.97,10.93,Norway
63.97,11.01,Norway
63.97,11.1,Norway
63.97,11.18,Norway
63.97,11.27,Norway
63.97,11.35,Norway
63.97,11.44,Norway
63.97,11.52,Norway
63.97,11.61,Norway
63.97,11.69,Norway
63.97,11.78,Norway
63.97,11.86,Norway
63.97,11.95,Norway
63.97,12.03,Norway
63.97,12.12,Norway
63.97,12.2,Norway
63.97,12.29,Norway
63.97,12.37,Norway
63.97,12.46,Norway
63.97,12.54,Norway
63.97,12.63,Norway
63.97,12.71,Norway
64.01,9.82,Norway
64.01,9.91,Norway
64.01,9.99,Norway
64.01,10.08,Norway
64.01,10.16,Norway
64.01,10.25,Norway
64.01,10.33,Norway
64.01,10.42,Norway
64.01,10.5,Norway
64.01,10.59,Norway
64.01,10.67,Norway
64.01,10.76,Norway
64.01,10.84,Norway
64.01,10.93,Norway
64.01,11.01,Norway
64.01,11.1,Norway
64.01,11.18,Norway
64.01,11.27,Norway
64.01,11.35,Norway
64.01,11.44,Norway
64.01,11.52,Norway
64.01,11.61,Norway
64.01,11.69,Norway
64.01,11.78,Norway
64.01,11.86,Norway
64.01,11.95,Norway
64.01,12.03,Norway
64.01,12.12,Norway
64.01,12.2,Norway
64.01,12.29,Norway
64.01,12.37,Norway
64.01,12.46,Norway
64.01,12.54,Norway
64.01,12.63,Norway
64.01,12.71,Norway
64.01,12.8,Norway
64.01,13.9,Norway
64.01,13.98,Norway
64.06,9.82,Norway
64.06,9.91,Norway
64.06,9.99,Norway
64.06,10.08,Norway
64.06,10.16,Norway
64.06,10.25,Norway
64.06,10.33,Norway
64.06,10.42,Norway
64.06,10.5,Norway
64.06,10.59,Norway
64.06,10.67,Norway
64.06,10.76,Norway
64.06,10.84,Norway
64.06,10.93,Norway
64.06,11.01,Norway
64.06,11.1,Norway
64.06,11.18,Norway
64.06,11.27,Norway
64.06,11.35,Norway
64.06,11.44,Norway
64.06,11.52,Norway
64.06,11.61,Norway
64.06,11.69,Norway
64.06,11.78,Norway
64.06,11.86,Norway
64.06,11.95,Norway
64.06,12.03,Norway
64.06,12.12,Norway
64.06,12.2,Norway
64.06,12.29,Norway
64.06,12.37,Norway
64.06,12.46,Norway
64.06,12.54,Norway
64.06,12.63,Norway
64.06,12.71,Norway
64.06,12.8,Norway
64.06,12.88,Norway
64.06,12.97,Norway
64.06,13.47,Norway
64.06,13.56,Norway
64.06,13.64,Norway
64.06,13.73,Norway
64.06,13.81,Norway
64.06,13.9,Norway
64.06,13.98,Norway
64.1,9.91,Norway
64.1,9.99,Norway
64.1,10.08,Norway
64.1,10.16,Norway
64.1,10.25,Norway
64.1,10.33,Norway
64.1,10.42,Norway
64.1,10.5,Norway
64.1,10.59,Norway
64.1,10.67,Norway
64.1,10.76,Norway
64.1,10.84,Norway
64.1,10.93,Norway
64.1,11.01,Norway
64.1,11.1,Norway
64.1,11.18,Norway
64.1,11.27,Norway
64.1,11.35,Norway
64.1,11.44,Norway
64.1,11.52,Norway
64.1,11.61,Norway
64.1,11.69,Norway
64.1,11.78,Norway
64.1,11.86,Norway
64.1,11.95,Norway
64.1,12.03,Norway
64.1,12.12,Norway
64.1,12.2,Norway
64.1,12.29,Norway
64.1,12.37,Norway
64.1,12.46,Norway
64.1,12.54,Norway
64.1,12.63,Norway
64.1,12.71,Norway
64.1,12.8,Norway
64.1,12.88,Norway
64.1,12.97,Norway
64.1,13.05,Norway
64.1,13.13,Norway
64.1,13.22,Norway
64.1,13.3,Norway
64.1,13.39,Norway
64.1,13.47,Norway
64.1,13.56,Norway
64.1,13.64,Norway
64.1,13.73,Norway
64.1,13.81,Norway
64.1,13.9,Norway
64.1,13.98,Norway
64.1,14.07,Norway
64.14,9.91,Norway
64.14,9.99,Norway
64.14,10.08,Norway
64.14,10.16,Norway
64.14,10.25,Norway
64.14,10.33,Norway
64.14,10.42,Norway
64.14,10.5,Norway
64.14,10.59,Norway
64.14,10.67,Norway
64.14,10.76,Norway
64.14,10.84,Norway
64.14,10.93,Norway
64.14,11.01,Norway
64.14,11.1,Norway
64.14,11.18,Norway
64.14,11.27,Norway
64.14,11.35,Norway
64.14,11.44,Norway
64.14,11.52,Norway
64.14,11.61,Norway
64.14,11.69,Norway
64.14,11.78,Norway
64.14,11.86,Norway
64.14,11.95,Norway
64.14,12.03,Norway
64.14,12.12,Norway
64.14,12.2,Norway
64.14,12.29,Norway
64.14,12.37,Norway
64.14,12.46,Norway
64.14,12.54,Norway
64.14,12.63,Norway
64.14,12.71,Norway
64.14,12.8,Norway
64.14,12.88,Norway
64.14,12.97,Norway
64.14,13.05,Norway
64.14,13.13,Norway
64.14,13.22,Norway
64.14,13.3,Norway
64.14,13.39,Norway
64.14,13.47,Norway
64.14,13.56,Norway
64.14,13.64,Norway
64.14,13.73,Norway
64.14,13.81,Norway
64.14,13.9,Norway
64.14,13.98,Norway
64.14,14.07,Norway
64.18,9.91,Norway
64.18,9.99,Norway
64.18,10.08,Norway
64.18,10.16,Norway
64.18,10.25,Norway
64.18,10.33,Norway
64.18,10.42,Norway
64.18,10.5,Norway
64.18,10.59,Norway
64.18,10.67,Norway
64.18,10.76,Norway
64.18,10.84,Norway
64.18,10.93,Norway
64.18,11.01,Norway
64.18,11.1,Norway
64.18,11.18,Norway
64.18,11.27,Norway
64.18,11.35,Norway
64.18,11.44,Norway
64.18,11.52,Norway
64.18,11.61,Norway
64.18,11.69,Norway
64.18,11.78,Norway
64.18,11.86,Norway
64.18,11.95,Norway
64.18,12.03,Norway
64.18,12.12,Norway
64.18,12.2,Norway
64.18,12.29,Norway
64.18,12.37,Norway
64.18,12.46,Norway
64.18,12.54,Norway
64.18,12.63,Norway
64.18,12.71,Norway
64.18,12.8,Norway
64.18,12.88,Norway
64.18,12.97,Norway
64.18,13.05,Norway
64.18,13.13,Norway
64.18,13.22,Norway
64.18,13.3,Norway
64.18,13.39,Norway
64.18,13.47,Norway
64.18,13.56,Norway
64.18,13.64,Norway
64.18,13.73,Norway
64.18,13.81,Norway
64.18,13.9,Norway
64.18,13.98,Norway
64.18,14.07,Norway
64.18,14.15,Norway
64.22,10.08,Norway
64.22,10.16,Norway
64.22,10.25,Norway
64.22,10.33,Norway
64.22,10.42,Norway
64.22,10.5,Norway
64.22,10.59,Norway
64.22,10.67,Norway
64.22,10.76,Norway
64.22,10.84,Norway
64.22,10.93,Norway
64.22,11.01,Norway
64.22,11.1,Norway
64.22,11.18,Norway
64.22,11.27,Norway
64.22,11.35,Norway
64.22,11.44,Norway
64.22,11.52,Norway
64.22,11.61,Norway
64.22,11.69,Norway
64.22,11.78,Norway
64.22,11.86,Norway
64.22,11.95,Norway
64.22,12.03,Norway
64.22,12.12,Norway
64.22,12.2,Norway
64.22,12.29,Norway
64.22,12.37,Norway
64.22,12.46,Norway
64.22,12.54,Norway
64.22,12.63,Norway
64.22,12.71,Norway
64.22,12.8,Norway
64.22,12.88,Norway
64.22,12.97,Norway
64.22,13.05,Norway
64.22,13.13,Norway
64.22,13.22,Norway
64.22,13.3,Norway
64.22,13.39,Norway
64.22,13.47,Norway
64.22,13.56,Norway
64.22,13.64,Norway
64.22,13.73,Norway
64.22,13.81,Norway
64.22,13.9,Norway
64.22,13.98,Norway
64.22,14.07,Norway
64.22,14.15,Norway
64.26,10.16,Norway
64.26,10.25,Norway
64.26,10.33,Norway
64.26,10.42,Norway
64.26,10.5,Norway
64.26,10.59,Norway
64.26,10.67,Norway
64.26,10.76,Norway
64.26,10.84,Norway
64.26,10.93,Norway
64.26,11.01,Norway
64.26,11.1,Norway
64.26,11.18,Norway
64.26,11.27,Norway
64.26,11.35,Norway
64.26,11.44,Norway
64.26,11.52,Norway
64.26,11.61,Norway
64.26,11.69,Norway
64.26,11.78,Norway
64.26,11.86,Norway
64.26,11.95,Norway
64.26,12.03,Norway
64.26,12.12,Norway
64.26,12.2,Norway
64.26,12.29,Norway
64.26,12.37,Norway
64.26,12.46,Norway
64.26,12.54,Norway
64.26,12.63,Norway
64.26,12.71,Norway
64.26,12.8,Norway
64.26,12.88,Norway
64.26,12.97,Norway
64.26,13.05,Norway
64.26,13.13,Norway
64.26,13.22,Norway
64.26,13.3,Norway
64.26,13.39,Norway
64.26,13.47,Norway
64.26,13.56,Norway
64.26,13.64,Norway
64.26,13.73,Norway
64.26,13.81,Norway
64.26,13.9,Norway
64.26,13.98,Norway
64.26,14.07,Norway
64.26,14.15,Norway
64.3,10.25,Norway
64.3,10.33,Norway
64.3,10.42,Norway
64.3,10.5,Norway
64.3,10.59,Norway
64.3,10.67,Norway
64.3,10.76,Norway
64.3,10.84,Norway
64.3,10.93,Norway
64.3,11.01,Norway
64.3,11.1,Norway
64.3,11.18,Norway
64.3,11.27,Norway
64.3,11.35,Norway
64.3,11.44,Norway
64.3,11.52,Norway
64.3,11.61,Norway
64.3,11.69,Norway
64.3,11.78,Norway
64.3,11.86,Norway
64.3,11.95,Norway
64.3,12.03,Norway
64.3,12.12,Norway
64.3,12.2,Norway
64.3,12.29,Norway
64.3,12.37,Norway
64.3,12.46,Norway
64.3,12.54,Norway
64.3,12.63,Norway
64.3,12.71,Norway
64.3,12.8,Norway
64.3,12.88,Norway
64.3,12.97,Norway
64.3,13.05,Norway
64.3,13.13,Norway
64.3,13.22,Norway
64.3,13.3,Norway
64.3,13.39,Norway
64.3,13.47,Norway
64.3,13.56,Norway
64.3,13.64,Norway
64.3,13.73,Norway
64.3,13.81,Norway
64.3,13.9,Norway
64.3,13.98,Norway
64.3,14.07,Norway
64.3,14.15,Norway
64.34,10.33,Norway
64.34,10.42,Norway
64.34,10.5,Norway
64.34,10.59,Norway
64.34,10.67,Norway
64.34,10.76,Norway
64.34,10.84,Norway
64.34,10.93,Norway
64.34,11.01,Norway
64.34,11.1,Norway
64.34,11.18,Norway
64.34,11.27,Norway
64.34,11.35,Norway
64.34,11.44,Norway
64.34,11.52,Norway
64.34,11.61,Norway
64.34,11.69,Norway
64.34,11.78,Norway
64.34,11.86,Norway
64.34,11.95,Norway
64.34,12.03,Norway
64.34,12.12,Norway
64.34,12.2,Norway
64.34,12.29,Norway
64.34,12.37,Norway
64.34,12.46,Norway
64.34,12.54,Norway
64.34,12.63,Norway
64.34,12.71,Norway
64.34,12.8,Norway
64.34,12.88,Norway
64.34,12.97,Norway
64.34,13.05,Norway
64.34,13.13,Norway
64.34,13.22,Norway
64.34,13.3,Norway
64.34,13.39,Norway
64.34,13.47,Norway
64.34,13.56,Norway
64.34,13.64,Norway
64.34,13.73,Norway
64.34,13.81,Norway
64.34,13.9,Norway
64.34,13.98,Norway
64.34,14.07,Norway
64.34,14.15,Norway
64.38,10.42,Norway
64.38,10.5,Norway
64.38,10.59,Norway
64.38,10.67,Norway
64.38,10.76,Norway
64.38,10.84,Norway
64.38,10.93,Norway
64.38,11.01,Norway
64.38,11.1,Norway
64.38,11.18,Norway
64.38,11.27,Norway
64.38,11.35,Norway
64.38,11.44,Norway
64.38,11.52,Norway
64.38,11.61,Norway
64.38,11.69,Norway
64.38,11.78,Norway
64.38,11.86,Norway
64.38,11.95,Norway
64.38,12.03,Norway
64.38,12.12,Norway
64.38,12.2,Norway
64.38,12.29,Norway
64.38,12.37,Norway
64.38,12.46,Norway
64.38,12.54,Norway
64.38,12.63,Norway
64.38,12.71,Norway
64.38,12.8,Norway
64.38,12.88,Norway
64.38,12.97,Norway
64.38,13.05,Norway
64.38,13.13,Norway
64.38,13.22,Norway
64.38,13.3,Norway
64.38,13.39,Norway
64.38,13.47,Norway
64.38,13.56,Norway
64.38,13.64,Norway
64.38,13.73,Norway
64.38,13.81,Norway
64.38,13.9,Norway
64.38,13.98,Norway
64.38,14.07,Norway
64.38,14.15,Norway
64.43,10.5,Norway
64.43,10.59,Norway
64.43,10.67,Norway
64.43,10.76,Norway
64.43,10.84,Norway
64.43,10.93,Norway
64.43,11.01,Norway
64.43,11.1,Norway
64.43,11.18,Norway
64.43,11.27,Norway
64.43,11.35,Norway
64.43,11.44,Norway
64.43,11.52,Norway
64.43,11.61,Norway
64.43,11.69,Norway
64.43,11.78,Norway
64.43,11.86,Norway
64.43,11.95,Norway
64.43,12.03,Norway
64.43,12.12,Norway
64.43,12.2,Norway
64.43,12.29,Norway
64.43,12.37,Norway
64.43,12.46,Norway
64.43,12.54,Norway
64.43,12.63,Norway
64.43,12.71,Norway
64.43,12.8,Norway
64.43,12.88,Norway
64.43,12.97,Norway
64.43,13.05,Norway
64.43,13.13,Norway
64.43,13.22,Norway
64.43,13.3,Norway
64.43,13.39,Norway
64.43,13.47,Norway
64.43,13.56,Norway
64.43,13.64,Norway
64.43,13.73,Norway
64.43,13.81,Norway
64.43,13.9,Norway
64.43,13.98,Norway
64.43,14.07,Norway
64.43,14.15,Norway
64.47,10.5,Norway
64.47,10.59,Norway
64.47,10.67,Norway
64.47,10.76,Norway
64.47,10.84,Norway
64.47,10.93,Norway
64.47,11.01,Norway
64.47,11.1,Norway
64.47,11.18,Norway
64.47,11.27,Norway
64.47,11.35,Norway
64.47,11.44,Norway
64.47,11.52,Norway
64.47,11.61,Norway
64.47,11.69,Norway
64.47,11.78,Norway
64.47,11.86,Norway
64.47,11.95,Norway
64.47,12.03,Norway
64.47,12.12,Norway
64.47,12.2,Norway
64.47,12.29,Norway
64.47,12.37,Norway
64.47,12.46,Norway
64.47,12.54,Norway
64.47,12.63,Norway
64.47,12.71,Norway
64.47,12.8,Norway
64.47,12.88,Norway
64.47,12.97,Norway
64.47,13.05,Norway
64.47,13.13,Norway
64.47,13.22,Norway
64.47,13.3,Norway
64.47,13.39,Norway
64.47,13.47,Norway
64.47,13.56,Norway
64.47,13.64,Norway
64.47,13.73,Norway
64.47,13.81,Norway
64.47,13.9,Norway
64.47,13.98,Norway
64.47,14.07,Norway
64.47,14.15,Norway
64.51,10.59,Norway
64.51,10.67,Norway
64.51,10.76,Norway
64.51,10.84,Norway
64.51,10.93,Norway
64.51,11.01,Norway
64.51,11.1,Norway
64.51,11.18,Norway
64.51,11.27,Norway
64.51,11.35,Norway
64.51,11.44,Norway
64.51,11.52,Norway
64.51,11.61,Norway
64.51,11.69,Norway
64.51,11.78,Norway
64.51,11.86,Norway
64.51,11.95,Norway
64.51,12.03,Norway
64.51,12.12,Norway
64.51,12.2,Norway
64.51,12.29,Norway
64.51,12.37,Norway
64.51,12.46,Norway
64.51,12.54,Norway
64.51,12.63,Norway
64.51,12.71,Norway
64.51,12.8,Norway
64.51,12.88,Norway
64.51,12.97,Norway
64.51,13.05,Norway
64.51,13.13,Norway
64.51,13.22,Norway
64.51,13.3,Norway
64.51,13.39,Norway
64.51,13.47,Norway
64.51,13.56,Norway
64.51,13.64,Norway
64.51,13.73,Norway
64.51,13.81,Norway
64.51,13.9,Norway
64.55,10.67,Norway
64.55,10.76,Norway
64.55,10.84,Norway
64.55,10.93,Norway
64.55,11.01,Norway
64.55,11.1,Norway
64.55,11.18,Norway
64.55,11.27,Norway
64.55,11.35,Norway
64.55,11.44,Norway
64.55,11.52,Norway
64.55,11.61,Norway
64.55,11.69,Norway
64.55,11.78,Norway
64.55,11.86,Norway
64.55,11.95,Norway
64.55,12.03,Norway
64.55,12.12,Norway
64.55,12.2,Norway
64.55,12.29,Norway
64.55,12.37,Norway
64.55,12.46,Norway
64.55,12.54,Norway
64.55,12.63,Norway
64.55,12.71,Norway
64.55,12.8,Norway
64.55,12.88,Norway
64.55,12.97,Norway
64.55,13.05,Norway
64.55,13.13,Norway
64.55,13.22,Norway
64.55,13.3,Norway
64.55,13.39,Norway
64.55,13.47,Norway
64.55,13.56,Norway
64.55,13.64,Norway
64.55,13.73,Norway
64.59,10.76,Norway
64.59,10.84,Norway
64.59,10.93,Norway
64.59,11.01,Norway
64.59,11.1,Norway
64.59,11.18,Norway
64.59,11.27,Norway
64.59,11.35,Norway
64.59,11.44,Norway
64.59,11.52,Norway
64.59,11.61,Norway
64.59,11.69,Norway
64.59,11.78,Norway
64.59,11.86,Norway
64.59,11.95,Norway
64.59,12.03,Norway
64.59,12.12,Norway
64.59,12.2,Norway
64.59,12.29,Norway
64.59,12.37,Norway
64.59,12.46,Norway
64.59,12.54,Norway
64.59,12.63,Norway
64.59,12.71,Norway
64.59,12.8,Norway
64.59,12.88,Norway
64.59,12.97,Norway
64.59,13.05,Norway
64.59,13.13,Norway
64.59,13.22,Norway
64.59,13.3,Norway
64.59,13.39,Norway
64.59,13.47,Norway
64.59,13.56,Norway
64.59,13.64,Norway
64.63,11.01,Norway
64.63,11.1,Norway
64.63,11.18,Norway
64.63,11.27,Norway
64.63,11.35,Norway
64.63,11.44,Norway
64.63,11.52,Norway
64.63,11.61,Norway
64.63,11.69,Norway
64.63,11.78,Norway
64.63,11.86,Norway
64.63,11.95,Norway
64.63,12.03,Norway
64.63,12.12,Norway
64.63,12.2,Norway
64.63,12.29,Norway
64.63,12.37,Norway
64.63,12.46,Norway
64.63,12.54,Norway
64.63,12.63,Norway
64.63,12.71,Norway
64.63,12.8,Norway
64.63,12.88,Norway
64.63,12.97,Norway
64.63,13.05,Norway
64.63,13.13,Norway
64.63,13.22,Norway
64.63,13.3,Norway
64.63,13.39,Norway
64.63,13.47,Norway
64.63,13.56,Norway
64.63,13.64,Norway
64.63,13.73,Norway
64.67,11.1,Norway
64.67,11.18,Norway
64.67,11.27,Norway
64.67,11.35,Norway
64.67,11.44,Norway
64.67,11.52,Norway
64.67,11.61,Norway
64.67,11.69,Norway
64.67,11.78,Norway
64.67,11.86,Norway
64.67,11.95,Norway
64.67,12.03,Norway
64.67,12.12,Norway
64.67,12.2,Norway
64.67,12.29,Norway
64.67,12.37,Norway
64.67,12.46,Norway
64.67,12.54,Norway
64.67,12.63,Norway
64.67,12.71,Norway
64.67,12.8,Norway
64.67,12.88,Norway
64.67,12.97,Norway
64.67,13.05,Norway
64.67,13.13,Norway
64.67,13.22,Norway
64.67,13.3,Norway
64.67,13.39,Norway
64.67,13.47,Norway
64.67,13.56,Norway
64.67,13.64,Norway
64.67,13.73,Norway
64.71,11.1,Norway
64.71,11.18,Norway
64.71,11.27,Norway
64.71,11.35,Norway
64.71,11.44,Norway
64.71,11.52,Norway
64.71,11.61,Norway
64.71,11.69,Norway
64.71,11.78,Norway
64.71,11.86,Norway
64.71,11.95,Norway
64.71,12.03,Norway
64.71,12.12,Norway
64.71,12.2,Norway
64.71,12.29,Norway
64.71,12.37,Norway
64.71,12.46,Norway
64.71,12.54,Norway
64.71,12.63,Norway
64.71,12.71,Norway
64.71,12.8,Norway
64.71,12.88,Norway
64.71,12.97,Norway
64.71,13.05,Norway
64.71,13.13,Norway
64.71,13.22,Norway
64.71,13.3,Norway
64.71,13.39,Norway
64.71,13.47,Norway
64.71,13.56,Norway
64.71,13.64,Norway
64.71,13.73,Norway
64.71,13.81,Norway
64.75,11.1,Norway
64.75,11.18,Norway
64.75,11.27,Norway
64.75,11.35,Norway
64.75,11.44,Norway
64.75,11.52,Norway
64.75,11.61,Norway
64.75,11.69,Norway
64.75,11.78,Norway
64.75,11.86,Norway
64.75,11.95,Norway
64.75,12.03,Norway
64.75,12.12,Norway
64.75,12.2,Norway
64.75,12.29,Norway
64.75,12.37,Norway
64.75,12.46,Norway
64.75,12.54,Norway
64.75,12.63,Norway
