,latitude,longitude,date,time,symbol,temperature,wind,weatherRank,maxRank
29,59.30210775416694,8.21998462308812,2022-11-05,00:00:00,partlycloudy_night,3.2,3.8,0.8248282902273448,0.8316870336183319
30,59.30210775416694,8.21998462308812,2022-11-05,01:00:00,fair_night,2.3,3.8,0.8246088716392292,0.8316870336183319
38,59.30210775416694,8.21998462308812,2022-11-05,09:00:00,partlycloudy_day,2.1,2.6,0.8235859571014769,0.8316870336183319
33,59.30210775416694,8.21998462308812,2022-11-05,04:00:00,fair_day,1.2,3.0,0.8227964006856763,0.8316870336183319
45,59.30210775416694,8.21998462308812,2022-11-05,16:00:00,partlycloudy_night,1.9,2.8,0.8222691584749969,0.8316870336183319
46,59.30210775416694,8.21998462308812,2022-11-05,17:00:00,partlycloudy_night,1.5,2.5,0.8212177468908181,0.8316870336183319
32,59.30210775416694,8.21998462308812,2022-11-05,03:00:00,fair_day,1.6,4.0,0.8205827824586399,0.8316870336183319
37,59.30210775416694,8.21998462308812,2022-11-05,08:00:00,partlycloudy_day,1.2,2.3,0.8203478185609047,0.8316870336183319
35,59.30210775416694,8.21998462308812,2022-11-05,06:00:00,partlycloudy_day,1.2,2.4,0.8201725218410033,0.8316870336183319
36,59.30210775416694,8.21998462308812,2022-11-05,07:00:00,partlycloudy_day,1.1,2.4,0.8197691362594572,0.8316870336183319
34,59.30210775416694,8.21998462308812,2022-11-05,05:00:00,partlycloudy_day,1.1,2.9,0.818689434934218,0.8316870336183319
47,59.30210775416694,8.21998462308812,2022-11-05,18:00:00,cloudy,1.5,2.8,0.8134780638553303,0.8316870336183319
41,61.100750966004405,8.586716085232675,2022-11-05,12:00:00,partlycloudy_day,3.3,0.3,0.8315482124884068,0.8315482124884068
42,61.100750966004405,8.586716085232675,2022-11-05,13:00:00,partlycloudy_day,3.1,0.2,0.8306236212538722,0.8315482124884068
40,61.100750966004405,8.586716085232675,2022-11-05,11:00:00,partlycloudy_day,2.7,0.6,0.828556480186312,0.8315482124884068
43,61.100750966004405,8.586716085232675,2022-11-05,14:00:00,partlycloudy_night,2.5,0.1,0.8278593870833032,0.8315482124884068
39,61.100750966004405,8.586716085232675,2022-11-05,10:00:00,partlycloudy_day,2.0,0.1,0.8256314520127932,0.8315482124884068
44,61.100750966004405,8.586716085232675,2022-11-05,15:00:00,partlycloudy_night,1.4,0.7,0.8228097492079082,0.8315482124884068
38,61.100750966004405,8.586716085232675,2022-11-05,09:00:00,partlycloudy_day,1.1,0.7,0.8215882394528579,0.8315482124884068
45,61.100750966004405,8.586716085232675,2022-11-05,16:00:00,partlycloudy_night,0.9,1.0,0.8206053587768731,0.8315482124884068
37,61.100750966004405,8.586716085232675,2022-11-05,08:00:00,partlycloudy_day,0.6,0.9,0.8195070115329377,0.8315482124884068
46,61.100750966004405,8.586716085232675,2022-11-05,17:00:00,partlycloudy_night,0.5,0.5,0.8193515094234542,0.8315482124884068
34,61.100750966004405,8.586716085232675,2022-11-05,05:00:00,partlycloudy_day,0.4,0.6,0.8189235763454018,0.8315482124884068
36,61.100750966004405,8.586716085232675,2022-11-05,07:00:00,partlycloudy_day,0.4,0.9,0.8187487395535303,0.8315482124884068
47,61.100750966004405,8.586716085232675,2022-11-05,18:00:00,partlycloudy_night,0.3,0.2,0.8187330039536679,0.8315482124884068
35,61.100750966004405,8.586716085232675,2022-11-05,06:00:00,partlycloudy_day,0.3,0.9,0.8183751172512328,0.8315482124884068
29,61.100750966004405,8.586716085232675,2022-11-05,00:00:00,sleet,2.6,1.9,0.3747394571899006,0.8315482124884068
31,61.100750966004405,8.586716085232675,2022-11-05,02:00:00,sleet,1.9,0.4,0.37282354079320357,0.8315482124884068
30,61.100750966004405,8.586716085232675,2022-11-05,01:00:00,lightsleet,2.5,1.5,0.23584737544557058,0.8315482124884068
32,61.100750966004405,8.586716085232675,2022-11-05,03:00:00,lightsleet,1.4,0.3,0.2318703969488766,0.8315482124884068
33,61.100750966004405,8.586716085232675,2022-11-05,04:00:00,lightsleetshowers_day,1.0,0.2,0.23029037641148617,0.8315482124884068
42,59.30210775416694,7.8532531609435665,2022-11-05,13:00:00,partlycloudy_day,3.4,1.5,0.831240002973657,0.831240002973657
41,59.30210775416694,7.8532531609435665,2022-11-05,12:00:00,partlycloudy_day,3.4,1.7,0.8310303186795909,0.831240002973657
43,59.30210775416694,7.8532531609435665,2022-11-05,14:00:00,partlycloudy_night,3.3,2.3,0.8297081774269324,0.831240002973657
40,59.30210775416694,7.8532531609435665,2022-11-05,11:00:00,partlycloudy_day,2.8,1.9,0.8279162316078573,0.831240002973657
44,59.30210775416694,7.8532531609435665,2022-11-05,15:00:00,partlycloudy_night,2.2,1.7,0.8254248464792951,0.831240002973657
39,59.30210775416694,7.8532531609435665,2022-11-05,10:00:00,partlycloudy_day,1.8,1.6,0.8237897519769745,0.831240002973657
38,59.30210775416694,7.8532531609435665,2022-11-05,09:00:00,partlycloudy_day,0.8,1.0,0.8202132374579565,0.831240002973657
45,59.30210775416694,7.8532531609435665,2022-11-05,16:00:00,partlycloudy_night,1.2,2.5,0.8199848600997748,0.831240002973657
46,59.30210775416694,7.8532531609435665,2022-11-05,17:00:00,partlycloudy_night,0.4,2.2,0.8173892130718078,0.831240002973657
34,59.30210775416694,7.8532531609435665,2022-11-05,05:00:00,partlycloudy_day,0.2,1.7,0.817315263171712,0.831240002973657
33,59.30210775416694,7.8532531609435665,2022-11-05,04:00:00,partlycloudy_day,0.5,2.5,0.8172398214588185,0.831240002973657
37,59.30210775416694,7.8532531609435665,2022-11-05,08:00:00,partlycloudy_day,0.0,1.4,0.8168903990045555,0.831240002973657
35,59.30210775416694,7.8532531609435665,2022-11-05,06:00:00,partlycloudy_day,-0.1,1.4,0.8165313067019928,0.831240002973657
31,59.30210775416694,7.8532531609435665,2022-11-05,02:00:00,partlycloudy_night,1.5,4.0,0.8161973277401143,0.831240002973657
36,59.30210775416694,7.8532531609435665,2022-11-05,07:00:00,partlycloudy_day,-0.3,1.2,0.8159943383759617,0.831240002973657
32,59.30210775416694,7.8532531609435665,2022-11-05,03:00:00,partlycloudy_day,1.0,3.8,0.8151497505458707,0.831240002973657
47,59.30210775416694,7.8532531609435665,2022-11-05,18:00:00,cloudy,0.3,2.4,0.809582790597228,0.831240002973657
30,59.30210775416694,7.8532531609435665,2022-11-05,01:00:00,partlycloudy_night,1.6,5.7,0.8008176551320709,0.831240002973657
29,59.30210775416694,7.8532531609435665,2022-11-05,00:00:00,partlycloudy_night,1.9,5.8,0.800598218485909,0.831240002973657
42,62.000072571923134,7.8532531609435665,2022-11-05,13:00:00,partlycloudy_day,3.4,1.7,0.8310303186795909,0.8310303186795909
41,62.000072571923134,7.8532531609435665,2022-11-05,12:00:00,partlycloudy_day,3.2,1.3,0.830449055612108,0.8310303186795909
43,62.000072571923134,7.8532531609435665,2022-11-05,14:00:00,partlycloudy_night,3.2,1.6,0.8301651748541493,0.8310303186795909
40,62.000072571923134,7.8532531609435665,2022-11-05,11:00:00,partlycloudy_day,2.7,1.1,0.8282431540008637,0.8310303186795909
44,62.000072571923134,7.8532531609435665,2022-11-05,15:00:00,partlycloudy_night,2.4,1.5,0.8265295819465811,0.8310303186795909
39,62.000072571923134,7.8532531609435665,2022-11-05,10:00:00,partlycloudy_day,2.2,0.8,0.8261771015003779,0.8310303186795909
38,62.000072571923134,7.8532531609435665,2022-11-05,09:00:00,partlycloudy_day,1.9,1.4,0.8244155511621748,0.8310303186795909
37,62.000072571923134,7.8532531609435665,2022-11-05,08:00:00,partlycloudy_day,1.5,1.9,0.8221734231591341,0.8310303186795909
45,62.000072571923134,7.8532531609435665,2022-11-05,16:00:00,partlycloudy_night,1.3,1.2,0.8220629672083699,0.8310303186795909
30,62.000072571923134,7.8532531609435665,2022-11-05,01:00:00,cloudy,3.0,2.3,0.8211717767230841,0.8310303186795909
36,62.000072571923134,7.8532531609435665,2022-11-05,07:00:00,partlycloudy_day,1.1,1.8,0.8206616111699152,0.8310303186795909
31,62.000072571923134,7.8532531609435665,2022-11-05,02:00:00,cloudy,2.5,0.5,0.8205948591494072,0.8310303186795909
32,62.000072571923134,7.8532531609435665,2022-11-05,03:00:00,cloudy,2.4,0.6,0.8200908448957241,0.8310303186795909
29,62.000072571923134,7.8532531609435665,2022-11-05,00:00:00,cloudy,2.4,1.7,0.8192261205223592,0.8310303186795909
33,62.000072571923134,7.8532531609435665,2022-11-05,04:00:00,cloudy,2.0,0.6,0.8183162841712104,0.8310303186795909
34,62.000072571923134,7.8532531609435665,2022-11-05,05:00:00,cloudy,1.8,0.5,0.81750288431448,0.8310303186795909
35,62.000072571923134,7.8532531609435665,2022-11-05,06:00:00,cloudy,1.4,0.4,0.8158681346394446,0.8310303186795909
47,62.000072571923134,7.8532531609435665,2022-11-05,18:00:00,cloudy,1.2,0.8,0.8148396616742858,0.8310303186795909
46,62.000072571923134,7.8532531609435665,2022-11-05,17:00:00,cloudy,0.6,1.1,0.812274745009205,0.8310303186795909
42,59.66183639653443,8.586716085232675,2022-11-05,13:00:00,partlycloudy_day,3.3,1.6,0.8306499974627769,0.8306499974627769
41,59.66183639653443,8.586716085232675,2022-11-05,12:00:00,partlycloudy_day,3.2,1.6,0.8301651748541493,0.8306499974627769
31,59.66183639653443,8.586716085232675,2022-11-05,02:00:00,fair_night,2.4,2.2,0.8296171350763538,0.8306499974627769
43,59.66183639653443,8.586716085232675,2022-11-05,14:00:00,partlycloudy_night,2.8,1.7,0.8281568790231253,0.8306499974627769
40,59.66183639653443,8.586716085232675,2022-11-05,11:00:00,partlycloudy_day,2.7,1.5,0.8279014401070132,0.8306499974627769
32,59.66183639653443,8.586716085232675,2022-11-05,03:00:00,fair_day,1.3,1.0,0.8261782673578311,0.8306499974627769
39,59.66183639653443,8.586716085232675,2022-11-05,10:00:00,partlycloudy_day,2.1,1.1,0.825534551526447,0.8306499974627769
44,59.66183639653443,8.586716085232675,2022-11-05,15:00:00,partlycloudy_night,1.9,1.1,0.8246627862518295,0.8306499974627769
33,59.66183639653443,8.586716085232675,2022-11-05,04:00:00,fair_day,0.5,1.8,0.8222868344345728,0.8306499974627769
45,59.66183639653443,8.586716085232675,2022-11-05,16:00:00,partlycloudy_night,0.9,0.5,0.8208976816628712,0.8306499974627769
38,59.66183639653443,8.586716085232675,2022-11-05,09:00:00,partlycloudy_day,0.6,0.5,0.819732488232496,0.8306499974627769
46,59.66183639653443,8.586716085232675,2022-11-05,17:00:00,partlycloudy_night,-0.2,0.9,0.8165615316294706,0.8306499974627769
34,59.66183639653443,8.586716085232675,2022-11-05,05:00:00,partlycloudy_day,-0.2,1.6,0.8159800988613676,0.8306499974627769
37,59.66183639653443,8.586716085232675,2022-11-05,08:00:00,partlycloudy_day,-0.6,0.9,0.8151751284396311,0.8306499974627769
47,59.66183639653443,8.586716085232675,2022-11-05,18:00:00,partlycloudy_night,-0.7,1.0,0.8147704949444065,0.8306499974627769
36,59.66183639653443,8.586716085232675,2022-11-05,07:00:00,partlycloudy_day,-0.8,1.0,0.8144361980941669,0.8306499974627769
35,59.66183639653443,8.586716085232675,2022-11-05,06:00:00,partlycloudy_day,-0.9,1.1,0.8140337306298389,0.8306499974627769
29,59.66183639653443,8.586716085232675,2022-11-05,00:00:00,sleetshowers_night,2.8,0.6,0.7527753834721614,0.8306499974627769
30,59.66183639653443,8.586716085232675,2022-11-05,01:00:00,lightsleetshowers_night,2.9,0.7,0.23830079454503275,0.8306499974627769
42,61.100750966004405,7.8532531609435665,2022-11-05,13:00:00,partlycloudy_day,3.0,0.3,0.8301055889147143,0.8301055889147143
32,61.100750966004405,7.8532531609435665,2022-11-05,03:00:00,partlycloudy_day,2.4,0.7,0.8271303389035601,0.8301055889147143
33,61.100750966004405,7.8532531609435665,2022-11-05,04:00:00,partlycloudy_day,2.2,0.3,0.8264315163183155,0.8301055889147143
34,61.100750966004405,7.8532531609435665,2022-11-05,05:00:00,partlycloudy_day,1.8,0.2,0.8247290714475126,0.8301055889147143
45,61.100750966004405,7.8532531609435665,2022-11-05,16:00:00,partlycloudy_night,1.7,0.5,0.8241704185331333,0.8301055889147143
46,61.100750966004405,7.8532531609435665,2022-11-05,17:00:00,partlycloudy_night,1.6,0.3,0.8238393188078801,0.8301055889147143
35,61.100750966004405,7.8532531609435665,2022-11-05,06:00:00,partlycloudy_day,1.6,0.4,0.8237952527815972,0.8301055889147143
40,61.100750966004405,7.8532531609435665,2022-11-05,11:00:00,cloudy,2.9,0.3,0.8225388242345792,0.8301055889147143
41,61.100750966004405,7.8532531609435665,2022-11-05,12:00:00,cloudy,2.9,0.3,0.8225388242345792,0.8301055889147143
38,61.100750966004405,7.8532531609435665,2022-11-05,09:00:00,partlycloudy_day,1.2,0.6,0.8220459081567237,0.8301055889147143
36,61.100750966004405,7.8532531609435665,2022-11-05,07:00:00,partlycloudy_day,1.1,0.4,0.8217404020145501,0.8301055889147143
43,61.100750966004405,7.8532531609435665,2022-11-05,14:00:00,cloudy,2.7,0.3,0.8216046485218116,0.8301055889147143
31,61.100750966004405,7.8532531609435665,2022-11-05,02:00:00,cloudy,2.7,0.7,0.8214084199338364,0.8301055889147143
37,61.100750966004405,7.8532531609435665,2022-11-05,08:00:00,partlycloudy_day,0.7,0.5,0.8201171671511124,0.8301055889147143
39,61.100750966004405,7.8532531609435665,2022-11-05,10:00:00,cloudy,2.2,0.4,0.8192936731618767,0.8301055889147143
44,61.100750966004405,7.8532531609435665,2022-11-05,15:00:00,cloudy,2.1,0.6,0.8187541005817395,0.8301055889147143
47,61.100750966004405,7.8532531609435665,2022-11-05,18:00:00,cloudy,1.4,0.3,0.8159122006657276,0.8301055889147143
30,61.100750966004405,7.8532531609435665,2022-11-05,01:00:00,lightsleet,2.8,0.7,0.23783173942716365,0.8301055889147143
29,61.100750966004405,7.8532531609435665,2022-11-05,00:00:00,lightrain,2.7,0.7,0.23736661632963996,0.8301055889147143
42,61.4604796083719,9.320179009521784,2022-11-05,13:00:00,fair_day,3.0,3.3,0.8298094782617714,0.8298094782617714
41,61.4604796083719,9.320179009521784,2022-11-05,12:00:00,fair_day,2.7,3.4,0.8280582188328035,0.8298094782617714
39,61.4604796083719,9.320179009521784,2022-11-05,10:00:00,fair_day,1.7,2.2,0.8265522916759204,0.8298094782617714
40,61.4604796083719,9.320179009521784,2022-11-05,11:00:00,fair_day,2.3,3.5,0.8258691884208937,0.8298094782617714
43,61.4604796083719,9.320179009521784,2022-11-05,14:00:00,fair_night,2.2,3.7,0.8246112450305215,0.8298094782617714
38,61.4604796083719,9.320179009521784,2022-11-05,09:00:00,partlycloudy_day,1.5,2.5,0.8212177468908181,0.8298094782617714
36,61.4604796083719,9.320179009521784,2022-11-05,07:00:00,partlycloudy_day,1.0,1.8,0.8202619933273873,0.8298094782617714
44,61.4604796083719,9.320179009521784,2022-11-05,15:00:00,fair_night,0.8,3.4,0.8199566590827593,0.8298094782617714
37,61.4604796083719,9.320179009521784,2022-11-05,08:00:00,partlycloudy_day,0.9,2.4,0.818973655439464,0.8298094782617714
47,61.4604796083719,9.320179009521784,2022-11-05,18:00:00,fair_night,-0.6,2.1,0.8179353803683287,0.8298094782617714
46,61.4604796083719,9.320179009521784,2022-11-05,17:00:00,fair_night,-0.5,2.4,0.8177847506495378,0.8298094782617714
45,61.4604796083719,9.320179009521784,2022-11-05,16:00:00,fair_night,-0.2,3.0,0.8174868609502947,0.8298094782617714
29,61.4604796083719,9.320179009521784,2022-11-05,00:00:00,rain,3.1,2.8,0.623991820132469,0.8298094782617714
30,61.4604796083719,9.320179009521784,2022-11-05,01:00:00,rain,3.4,4.8,0.6155833160410791,0.8298094782617714
32,61.4604796083719,9.320179009521784,2022-11-05,03:00:00,sleet,2.4,3.8,0.3688410167556542,0.8298094782617714
31,61.4604796083719,9.320179009521784,2022-11-05,02:00:00,sleet,2.9,4.4,0.3677571419839148,0.8298094782617714
33,61.4604796083719,9.320179009521784,2022-11-05,04:00:00,lightsleet,2.0,2.0,0.23303579743267874,0.8298094782617714
34,61.4604796083719,9.320179009521784,2022-11-05,05:00:00,lightsleet,1.7,1.3,0.23251180897642382,0.8298094782617714
35,61.4604796083719,9.320179009521784,2022-11-05,06:00:00,lightsleetshowers_day,1.5,1.5,0.23148817663674104,0.8298094782617714
40,60.920886644820655,9.686910471666337,2022-11-05,11:00:00,fair_day,2.2,1.3,0.8297840583747121,0.8297840583747121
42,60.920886644820655,9.686910471666337,2022-11-05,13:00:00,partlycloudy_day,3.1,1.7,0.8295758469699437,0.8297840583747121
41,60.920886644820655,9.686910471666337,2022-11-05,12:00:00,partlycloudy_day,2.9,1.5,0.8288356158197808,0.8297840583747121
43,60.920886644820655,9.686910471666337,2022-11-05,14:00:00,partlycloudy_night,2.7,1.4,0.8279959189112089,0.8297840583747121
38,60.920886644820655,9.686910471666337,2022-11-05,09:00:00,fair_day,2.0,2.1,0.8279954764381923,0.8297840583747121
39,60.920886644820655,9.686910471666337,2022-11-05,10:00:00,fair_day,1.9,1.9,0.8278376169727129,0.8297840583747121
37,60.920886644820655,9.686910471666337,2022-11-05,08:00:00,partlycloudy_day,2.0,1.9,0.8243046895127333,0.8297840583747121
36,60.920886644820655,9.686910471666337,2022-11-05,07:00:00,partlycloudy_day,2.0,2.0,0.8241713782796855,0.8297840583747121
35,60.920886644820655,9.686910471666337,2022-11-05,06:00:00,partlycloudy_day,2.0,2.1,0.8240286001141244,0.8297840583747121
44,60.920886644820655,9.686910471666337,2022-11-05,15:00:00,partlycloudy_night,1.5,1.3,0.8228064061457512,0.8297840583747121
45,60.920886644820655,9.686910471666337,2022-11-05,16:00:00,partlycloudy_night,0.5,1.4,0.8187403082406643,0.8297840583747121
47,60.920886644820655,9.686910471666337,2022-11-05,18:00:00,partlycloudy_night,0.4,1.2,0.8185334695416973,0.8297840583747121
46,60.920886644820655,9.686910471666337,2022-11-05,17:00:00,partlycloudy_night,0.3,1.2,0.8181598472393997,0.8297840583747121
32,60.920886644820655,9.686910471666337,2022-11-05,03:00:00,rain,1.9,3.5,0.6164014777836045,0.8297840583747121
31,60.920886644820655,9.686910471666337,2022-11-05,02:00:00,rain,2.2,4.5,0.6123631875126133,0.8297840583747121
30,60.920886644820655,9.686910471666337,2022-11-05,01:00:00,rain,2.7,5.3,0.6071754503032525,0.8297840583747121
29,60.920886644820655,9.686910471666337,2022-11-05,00:00:00,rain,3.6,6.2,0.5979419492017479,0.8297840583747121
34,60.920886644820655,9.686910471666337,2022-11-05,05:00:00,lightrainshowers_day,1.8,2.7,0.23093354596765964,0.8297840583747121
33,60.920886644820655,9.686910471666337,2022-11-05,04:00:00,lightrain,1.8,3.1,0.22991245361209414,0.8297840583747121
42,61.820208250739384,8.953447547377229,2022-11-05,13:00:00,partlycloudy_day,2.8,0.9,0.8288467666046188,0.8288467666046188
43,61.820208250739384,8.953447547377229,2022-11-05,14:00:00,partlycloudy_night,2.5,0.5,0.827688636279563,0.8288467666046188
41,61.820208250739384,8.953447547377229,2022-11-05,12:00:00,partlycloudy_day,2.4,0.1,0.827406012737307,0.8288467666046188
45,61.820208250739384,8.953447547377229,2022-11-05,16:00:00,fair_night,1.0,0.3,0.825351726522373,0.8288467666046188
40,61.820208250739384,8.953447547377229,2022-11-05,11:00:00,partlycloudy_day,1.8,0.4,0.8246439009763215,0.8288467666046188
44,61.820208250739384,8.953447547377229,2022-11-05,15:00:00,partlycloudy_night,1.5,0.6,0.823278794947767,0.8288467666046188
46,61.820208250739384,8.953447547377229,2022-11-05,17:00:00,fair_night,0.4,0.8,0.8227779833171875,0.8288467666046188
39,61.820208250739384,8.953447547377229,2022-11-05,10:00:00,partlycloudy_day,1.3,1.1,0.8221397478266261,0.8288467666046188
47,61.820208250739384,8.953447547377229,2022-11-05,18:00:00,fair_night,0.1,0.8,0.8216680684726158,0.8288467666046188
35,61.820208250739384,8.953447547377229,2022-11-05,06:00:00,partlycloudy_day,1.8,2.9,0.8215929338959893,0.8288467666046188
34,61.820208250739384,8.953447547377229,2022-11-05,05:00:00,partlycloudy_day,2.1,3.6,0.8206222191028683,0.8288467666046188
38,61.820208250739384,8.953447547377229,2022-11-05,09:00:00,partlycloudy_day,0.8,1.1,0.8201415942508195,0.8288467666046188
36,61.820208250739384,8.953447547377229,2022-11-05,07:00:00,partlycloudy_day,0.6,1.4,0.8191212870497061,0.8288467666046188
37,61.820208250739384,8.953447547377229,2022-11-05,08:00:00,partlycloudy_day,0.3,1.2,0.8181598472393997,0.8288467666046188
30,61.820208250739384,8.953447547377229,2022-11-05,01:00:00,rainshowers_night,3.4,1.0,0.8120622551840684,0.8288467666046188
31,61.820208250739384,8.953447547377229,2022-11-05,02:00:00,rainshowers_night,3.3,3.0,0.80859877833706,0.8288467666046188
29,61.820208250739384,8.953447547377229,2022-11-05,00:00:00,rain,3.2,0.9,0.6270048103736936,0.8288467666046188
32,61.820208250739384,8.953447547377229,2022-11-05,03:00:00,lightrainshowers_day,3.0,2.9,0.23587498396205078,0.8288467666046188
33,61.820208250739384,8.953447547377229,2022-11-05,04:00:00,lightsleetshowers_day,2.5,1.9,0.23539704635151618,0.8288467666046188
41,59.66183639653443,8.21998462308812,2022-11-05,12:00:00,partlycloudy_day,2.9,1.6,0.8287343863391051,0.8287343863391051
40,59.66183639653443,8.21998462308812,2022-11-05,11:00:00,partlycloudy_day,2.2,1.1,0.8259762446672118,0.8287343863391051
39,59.66183639653443,8.21998462308812,2022-11-05,10:00:00,partlycloudy_day,1.3,1.0,0.8222113910337632,0.8287343863391051
38,59.66183639653443,8.21998462308812,2022-11-05,09:00:00,partlycloudy_day,0.4,0.6,0.8189235763454018,0.8287343863391051
37,59.66183639653443,8.21998462308812,2022-11-05,08:00:00,partlycloudy_day,-0.4,0.9,0.8158612447729099,0.8287343863391051
36,59.66183639653443,8.21998462308812,2022-11-05,07:00:00,partlycloudy_day,-0.4,1.1,0.8157227553793329,0.8287343863391051
34,59.66183639653443,8.21998462308812,2022-11-05,05:00:00,partlycloudy_day,-0.5,1.6,0.8149349910812158,0.8287343863391051
32,59.66183639653443,8.21998462308812,2022-11-05,03:00:00,partlycloudy_day,0.7,3.7,0.8144213250972191,0.8287343863391051
35,59.66183639653443,8.21998462308812,2022-11-05,06:00:00,partlycloudy_day,-0.7,1.5,0.8143571378434189,0.8287343863391051
33,59.66183639653443,8.21998462308812,2022-11-05,04:00:00,partlycloudy_day,0.3,3.8,0.8124567998563252,0.8287343863391051
30,59.66183639653443,8.21998462308812,2022-11-05,01:00:00,partlycloudy_night,2.2,5.1,0.8108585547612672,0.8287343863391051
31,59.66183639653443,8.21998462308812,2022-11-05,02:00:00,partlycloudy_night,1.1,4.8,0.8090725928118597,0.8287343863391051
42,59.66183639653443,8.21998462308812,2022-11-05,13:00:00,fog,3.0,1.6,0.2665273168115883,0.8287343863391051
43,59.66183639653443,8.21998462308812,2022-11-05,14:00:00,fog,2.5,1.8,0.26397702788911764,0.8287343863391051
44,59.66183639653443,8.21998462308812,2022-11-05,15:00:00,fog,1.9,1.7,0.26143133098641685,0.8287343863391051
45,59.66183639653443,8.21998462308812,2022-11-05,16:00:00,fog,0.6,1.1,0.2566884650618648,0.8287343863391051
46,59.66183639653443,8.21998462308812,2022-11-05,17:00:00,fog,0.2,1.1,0.2551866042821326,0.8287343863391051
47,59.66183639653443,8.21998462308812,2022-11-05,18:00:00,fog,-0.6,0.6,0.25266990815400653,0.8287343863391051
29,59.66183639653443,8.21998462308812,2022-11-05,00:00:00,lightrainshowers_night,2.9,0.6,0.2383550840530312,0.8287343863391051
42,60.56115800245316,9.320179009521784,2022-11-05,13:00:00,fair_day,2.2,2.2,0.828722083903134,0.828722083903134
41,60.56115800245316,9.320179009521784,2022-11-05,12:00:00,fair_day,2.2,2.5,0.828195399119779,0.828722083903134
43,60.56115800245316,9.320179009521784,2022-11-05,14:00:00,fair_night,1.9,1.7,0.8280782643879808,0.828722083903134
40,60.56115800245316,9.320179009521784,2022-11-05,11:00:00,fair_day,1.8,2.5,0.8264518498040679,0.828722083903134
39,60.56115800245316,9.320179009521784,2022-11-05,10:00:00,fair_day,1.0,2.2,0.8236754177831236,0.828722083903134
44,60.56115800245316,9.320179009521784,2022-11-05,15:00:00,fair_night,0.7,1.4,0.8234728422923904,0.828722083903134
36,60.56115800245316,9.320179009521784,2022-11-05,07:00:00,fair_day,0.6,1.8,0.8226678132436146,0.828722083903134
34,60.56115800245316,9.320179009521784,2022-11-05,05:00:00,partlycloudy_day,1.4,1.5,0.8222089922509291,0.828722083903134
38,60.56115800245316,9.320179009521784,2022-11-05,09:00:00,fair_day,0.3,2.2,0.8209824670935781,0.828722083903134
33,60.56115800245316,9.320179009521784,2022-11-05,04:00:00,partlycloudy_day,1.3,2.2,0.8209187107384804,0.828722083903134
37,60.56115800245316,9.320179009521784,2022-11-05,08:00:00,fair_day,-0.1,1.4,0.8204981830260607,0.828722083903134
35,60.56115800245316,9.320179009521784,2022-11-05,06:00:00,partlycloudy_day,1.2,2.4,0.8201725218410033,0.828722083903134
45,60.56115800245316,9.320179009521784,2022-11-05,16:00:00,fair_night,-0.2,1.9,0.8195978729567771,0.828722083903134
47,60.56115800245316,9.320179009521784,2022-11-05,18:00:00,partlycloudy_night,-0.3,1.9,0.8152790733910333,0.828722083903134
46,60.56115800245316,9.320179009521784,2022-11-05,17:00:00,partlycloudy_night,-0.2,2.2,0.8152020051477481,0.828722083903134
29,60.56115800245316,9.320179009521784,2022-11-05,00:00:00,sleet,1.5,6.2,0.33982762182728665,0.828722083903134
32,60.56115800245316,9.320179009521784,2022-11-05,03:00:00,lightsleetshowers_day,1.2,3.2,0.227111218584136,0.828722083903134
31,60.56115800245316,9.320179009521784,2022-11-05,02:00:00,lightsleet,1.2,4.1,0.22328468324985862,0.828722083903134
30,60.56115800245316,9.320179009521784,2022-11-05,01:00:00,lightsleet,1.2,4.9,0.21744314384455968,0.828722083903134
42,60.74102232363691,8.953447547377229,2022-11-05,13:00:00,partlycloudy_day,2.8,1.6,0.8282653338365157,0.8282653338365157
41,60.74102232363691,8.953447547377229,2022-11-05,12:00:00,partlycloudy_day,2.7,1.7,0.8276917558129471,0.8282653338365157
37,60.74102232363691,8.953447547377229,2022-11-05,08:00:00,fair_day,1.5,1.6,0.8264894017118604,0.8282653338365157
44,60.74102232363691,8.953447547377229,2022-11-05,15:00:00,fair_night,1.4,1.3,0.82635851985228,0.8282653338365157
43,60.74102232363691,8.953447547377229,2022-11-05,14:00:00,partlycloudy_night,2.3,1.3,0.8262627606999244,0.8282653338365157
40,60.74102232363691,8.953447547377229,2022-11-05,11:00:00,partlycloudy_day,2.3,1.8,0.8257542380966778,0.8282653338365157
39,60.74102232363691,8.953447547377229,2022-11-05,10:00:00,partlycloudy_day,1.7,1.5,0.8234647385461477,0.8282653338365157
35,60.74102232363691,8.953447547377229,2022-11-05,06:00:00,partlycloudy_day,1.7,1.6,0.823363509065472,0.8282653338365157
45,60.74102232363691,8.953447547377229,2022-11-05,16:00:00,fair_night,0.6,1.5,0.8229936845695782,0.8282653338365157
36,60.74102232363691,8.953447547377229,2022-11-05,07:00:00,partlycloudy_day,1.5,1.6,0.8225225253877925,0.8282653338365157
38,60.74102232363691,8.953447547377229,2022-11-05,09:00:00,partlycloudy_day,1.2,1.7,0.8211811837833588,0.8282653338365157
46,60.74102232363691,8.953447547377229,2022-11-05,17:00:00,partlycloudy_night,0.3,1.7,0.8176852296697393,0.8282653338365157
47,60.74102232363691,8.953447547377229,2022-11-05,18:00:00,partlycloudy_night,0.0,1.5,0.8167959202003597,0.8282653338365157
29,60.74102232363691,8.953447547377229,2022-11-05,00:00:00,rain,3.2,2.1,0.6257981859783232,0.8282653338365157
